id,comment_text,toxic
141,"工作
電剪
飲食
購物
頭髮

今天是早班2-1
正常時間還ok
只有課長來找東西的時候有點狀況
洗生管東西真的麻煩
要拿不拿的 拿走又可能不刷位置
刷ME01 課長又會找不到 就會來找我=口=
有啥辦法?
我看以後沒有當場拿走就刷YY02O
放著就好 至於他要拿走卻沒刷位置 是他的事情 他要負責
跟我無關 刷02O就是正解
因為今天這件事情 刷ME-01看樣子是行不通了
如果像剛好遇到這次這樣 課長馬上要 就會gg

加班:今天加班就刺激了
還好今天很ㄍㄧㄥ 因為我知道要遇到阿文課長
就準時還在打鐘的時候就衝到線上了
也剛好阿文迎面而來 要來洗料 呼 真的是有中獎的感覺
以橋牌來比喻 就好像喊到6 Make一樣
很難 但是卻過了
上次很衰洨剛好要去放東西的時候遇到
覺得有黑到 今天這樣算彌補過來不少
而且他也對那次隻字未提 我就當作完全解掉了
像這種狀況稍微慢一點都是NG阿
阿文特別注重時間一到 人就要出現在現場
所以皮繃緊一點就是了
開局拿兩桶很重的手動印字給我
很ㄍㄧㄥ的用手拎了 下次再這樣
我要用吊的 太傷HP了
蚊子超多 而且今天E2開工開一整天 沒蚊子也就算了
有蚊子就慘惹 因為前面沒弄電風扇
後面有蚊子我也懶得弄了 只剩一個小時阿
而且要洗的東西有點趕 沒時間搞其他有的沒的
還好最後算是勉強safe 還不錯
整體來說還算不錯 多高二人組也都沒靠腰
尤其是多哥 最會唉的
話說有一點作的不好 就是紅單沒有放好
沒辦法讓多哥經過的時候看到
以後要注意這個細節
不然有白費努力的感覺
不過多哥應該有看到我洗的東西
然後之後他去送貨的時候就會看到東西
然後也會看到紅單 嗯 就是這樣
他們很恐怖的
固定袖套的綁帶還需要研究一下
最好這週末就要搞定
接下來要迎接晚班阿

電剪、頭髮、購物:
把貓毛給剃了 剃了不少
看起來舒爽多了
而且發現新功用 搭配他的工具
才發現原來可以剃3~12分
剃我自己的頭 3分有用
這樣又省了一筆的感覺

頭髮兩邊很醜 所以本來打算去買髮蠟
結果沒買 還是決定用剃的
還在想說要不要買一把人用的電剪
又要花一大筆錢 現在這樣感覺很不錯

飲食:又去吃了麻婆豆腐蓋飯
真的不錯 雖然軟骨飯鳥鳥的
但麻婆還是威 而且豬心冬粉可以嘗試看看
只是說現在很熱 這個是湯的
會熱死 等天氣冷一點再來

鞋仔:
砸了2000 果然令人滿意
第一天的結果還不錯
而且兩個外勞也釘上了
平常不會跟我搭話的說 噗
看到這勾勾 起反應了
希望耐穿一點 至少操個一年才能有回本的感覺
這樣子這波花的錢 感覺都有花在刀口上
就比較沒那麼痛了
我看這週末還要再去領一次3K
花好快阿 不夠用阿
而且這波NBA會花不少在吃的上面
一整個齁不住了
而且還有法網 是說要看謝能走多遠




※ 引述《O10lOl01O (累的跟貓一樣)》之銘言：
: 延長線:
: 搞定!滿滿的成就感
: DIY就是爽
: 鞋仔:
: 狠下心來買了一雙2000的...
: 希望這雙能夠給力一點 不要再給我難用了
: 然後就是用久一點才能回本...
: 以我的狠操程度 至少希望能撐一年以上
: 那一天等於花個5.5元左右 感覺就還好
: 因為一直以來都costdown
: 買一堆便宜貨 都不太理想
: 這次衝一波 別再鬧了
: 買的是籃球鞋 整個包覆性就比較好
: 尤其是後方的部份 比較高
: 這樣照理說鐵屑也比較不會噴進來
: 現在最主要就是遇到水會打滑的部份
: 我是不期不待 .... 才能不受傷害
: 應該再怎樣也不會比本來的滑吧 =口=
: 都說是籃球鞋了 如果滑會很危險吧
: 籃球鞋好像價位也都偏高欸
: 電剪:這次買了比較貴的
: 本來想狠心雜錢的 可是選擇不多
: 最貴的外型看了不順眼
: 而且他的功能 好像也沒那麼需要
: 跑了兩家 價格很亂 有的比較貴 有的比較便宜
: 買了一個 一邊是800 一邊700的 當然最後就買700
: 其實這隻之前用過 還可以
: 但回來之後就悲催了
: 竟然變壓器插不上去 還好硬調整了一下
: 就順利插上 我真是天才 還好沒掰斷 噗
: 飲食:
: 去買了臭灶腳 綜合煲80+牛肉30+燙青菜30+(科學麵+冬粉)30=170
: 燙青菜CP值太差 以後絕不買
: 如果真的很想吃青菜 問問看裡面能不能多放高麗菜
: 因為裡面本來就有高麗菜 看是能不能再加錢買還是怎樣
: 吃的好爽好飽~~!
: 工作:
: 明天5/27上早班第二輪
: 明天早上去 環境應該不錯 禮拜六高哥沒來
: 因為不會被弄的很慘 所以還特地收的頗乾淨
: 要比高哥慘很難 真這樣也認了
: 所以今日花費:
: 鞋仔2000+電剪700+晚餐170+中餐135+紅拿55=3000左右
: 嚇死寶 我還特地去提3000 今天就花完了
: 真的是花錢如流水欸
: 這能不加班嗎...
: 郵局現在剩快八萬...是說還在安全線
: 所謂的安全線就是06/10拿到薪水後 可以破10萬
: 大概7萬以上都頗安全
: ※ 引述《O10lOl01O (累的跟貓一樣)》之銘言：
: : 來一篇
: : 今天最重要的事情就是搞延長線
: : 早上NBA看的很滿足
: : 看完NBA要來辦正事
: : 第一步要先去上面把線拆下來用
: : 由於上面沒燈 晚上無法作業
: : 所以要在天黑前搞定
: : 現在已經搞定了 花了30m~1HR吧 沒算
: : 最難的部份已經過去了
: : 大概完成了八成 剩下的就簡單了
: : 可以在房間弄 有燈看的到 晚上弄也行
: : 飲食:
: : 早上為了看NBA一定要吃好吃的
: : 禮拜天早上真的很難找東西吃
: : 最後買了大份肉圓75+大腸蚵仔麵線60=135
: : 又買了大杯紅拿55
: : 花了190...
: : 早上只吃了兩片土司+一點紅拿
: : 所以肚子空間還有
: : 下一餐六點以後吃吧 去吃臭灶腳
: : 上次吃覺得不錯 預算可以拉高一點
: : 舌頭感覺好不少 但還是會痛
: : 目前有塗藥 也因為有塗藥 所以等下要晚點再吃
: : 因為暴龍贏了 所以確定後續有NBA能看
: : 有趣的是 有一戰肯定會打 是G4
: : 就算橫掃也會有 這場是06/08禮拜六早上九點
: : 如果禮拜六要加班的話 這場雖然能看
: : 但實在太硬 就算放掉也已經是硬到不行
: : 更何況還要看?乾脆果斷不要加班 專心看球
: : 之後就休息了
: : 就是晚班第一輪 強哥來問的時候就說不要加班即可
: : 這應該是第一次禮拜六沒加班吧(正常情況下)
: : 之前好像有一次沒來是因為車禍影響
: : 不然其他都是加好加滿
: : 沒辦法 情況特殊吧 總要全盤性的考量
: : 怎樣作才能獲得最高效益 現在經濟方面也沒像之前那咪緊了
: : 06/10領這波應該就穩穩突破10萬
: : 所以不用再那麼ㄍㄧㄥ
: : 可以靈活調度 不然像之前的話 都是義無反顧的加班阿

",0
142,"
幹最近錢花完了

代理人一直沒退訂金

害我一直在醫院找免錢東西吃

今天拿兩杯免錢飲料好爽

",0
143,"
應該是太熱吧

蓋了被吹電扇太熱

什麼都不蓋吹電扇又太冷

救命啊

",0
144,": 直接結婚再戀愛也行
: 別人說什麼不用在意


什麼結婚再戀愛三小啊幹= =
有可能嗎？

哭欸
現在幹意滿點給我看這什麼廢文

喔
要考試了壓力有點大= =
撤退~~



",0
145,"需要兩個見證人蓋章
肥宅沒朋友
好可憐
還是早些洗洗睡吧

",0
146,"沒睡好就通通出來了

下雪啦



希望今天不要夢到有的沒的了 幹

",0
147,"但是要登陸活動
幹拎老蘇
可撥

",0
148,"可是
我家附近沒有肯德基

幹
要去十幾分鐘的地方
才有肯爺爺跟麥叔叔
真是可惡



",0
149,"
幹你娘賤女人, 肏幹你娘, 當初買那些東西, 要是有時光機

林北會全部換成老鼠藥

肏你老機掰

",1
150,"

不要跟我說對不起
那只會讓我覺得更難過





補個幹

",0
151,"可是因為優惠只有禮拜一才有 所以明天去買就沒有了 比較起來這次的優惠比較摳門 怎
麼說呢因為原本的優惠是買一送一25元 自帶杯優惠扣掉後就是付22元 可是這一次價格
調為15元買兩杯扣掉自帶杯優惠 也只有24元所以多了2元 全聯大概是發現這個b u g.
吧 幹


",0
152,"
因為前幾天一直吹電風扇，結果鼻子就開始過敏了，

我不確定是不是因為這樣啦，但我覺得可能性還滿高的，

所以今晚就故意不吹電風扇，

然後……就覺得自己很白癡。

熱死了！

電腦開著就很熱了，想不到連手機也越玩越燙，

走出房間都涼快得很有感……

到後來，熱到流汗了，

我才驚覺電腦真的會變很熱耶，

冬天的時候明明一點感覺也沒有，

手機也是，只有在夏天才會覺得它發燙。

總之，不開電風扇果然是不行的，

結果開沒多久，鼻子又癢癢的了。

如果之後又開始過敏，

該怎麼辦呢？

我房間灰塵可能比想像中還多啊……唉……

",0
153,"沈浸在你每日的報備，
每次說的承諾，

拍著胸口說就交給你了的模樣，

笑瞇著眼睛說很期待台灣早餐的樣子。

退後把期望當成願望，
真的自在多了。


我因為你實現願望而開心，
不因為你忽略承諾而難過。


我們還是對著彼此的眼神笑著，
還是每天都欲言又止的相處著，


我喜歡那些你說心裡話的模樣，
喜歡你笑的模樣。


倒數14天，
我才終於想起來，

喜歡上一個人的時候，
不只是其他人在眼中是模糊的，

更是連想像都會被佔據。





幹，要準備戒斷了。


",0
154,"
幹0勞 拎杯下午吃了東東之後就一直拉

剛剛大概連晚餐都又拉掉了吧 QQ

明天大概只能吃白吐司了 幹

",0
155,"有時候在想

社會上是不是有些人

太會考試

或是不小心考太高

就照著社會期待

選他們的其實沒興趣的科系

然後就這樣

硬著頭皮走下去

可能賺點小錢

就這樣庸庸碌碌的平淡過了

好無聊

這樣真的好無聊

",0
156,"
我的那位女性友人

馬的

拿喜帖給我

還請我吃宵夜

早知道點個300多塊

是說

果然紅包金額問當事人就好惹

差不多包個2000或3600吧

也是他自己說的

這樣問紅包金額會不會太白目

我是覺得還好拉

呵呵

現在才知道

原來之前那個要借錢的不太熟的朋友

自殺未遂

幹

真可惜

哎

",0
157,": 　
: https://i.imgur.com/HrTlWCX.jpg
: 　
: 散心一下
: 　
: 還是悶
: 　
: 有女朋友就不悶了！
: 　
: 幹  又失眠了！
: 　

我睡不著的時候都喝酒助眠

或是手機關機

不然就看書找事情做

給您參考

",0
158,"
寫了一點

忽然不知發什麼瘋

忽然想畫畫，我超久沒畫畫的 ，沒fu

這幾年的專注在音樂上

然後我就忽然開始莫名奇妙在再畫畫

而且我發現我畫畫速度超快

當然筆觸也很亂

但林北才不管欸

好了 ，我已經把我想講的事畫完了

其他事我要給音樂了

明天要去圖書館一整天

不要阻止我

免費冷氣我來了

",0
159,": 　
: https://i.imgur.com/HrTlWCX.jpg
: 散心一下
: 還是悶
: 有女朋友就不悶了！
: 幹  又失眠了！

  你那個頭  全是油

  鬍子不刮

  你這樣要人家先結婚再戀愛?

  你可以接受你的對像頭髮不洗

  然後滿臉痘痘嗎

  不要說女朋友了

  你都快被家暴令遷出連家人都沒了

  搞屁啊你

  一樣是國民教育教出來的

  為什麼你的思想會這樣偏差  莫名奇妙

  整天都在幻想  幻想  幻想

  也不工作

  整天都在相見恨晚  如果是誰你可以

  然後帶要NASA送你上太空

  NASA還真沒種送你上去

  送隻猴子上去都你有用


  喵的  補個幹



  我這個人很簡單  頭推  我捐出這篇所得

  以表示我的恨意

",0
160,"
一個那麼低賤的地方   一個那麼低賤的社會


被國際社會排擠到40年一直當萬年觀察員加不進WTO




賤就是賤


花好幾億美金黑朋友說翻臉就翻臉



還不知道自己賤

",0
161,"
youtube看個綜藝節目
開頭出現
按個暫停也出現!
都已經看過不下幾百遍了

幹你娘


",0
162,"幹

走出門的路上遇到兩隻蟑螂

差點踩到

媽的



剛洗完車 就被壁虎拉屎了

為什麼壁虎這麼喜歡在我車上拉屎

",0
163,"我剛剛才發現
原來某人是板主ㄟ
什麼時後的事情啊
真是驚人ㄟ

話說
我真的有點討厭那群人ㄟ
ㄎㄎ

",0
164,"大驚小怪幹嘛
夜市奮鬥的大人誰不敢
鄉下長大的小孩誰不敢
幹
好像真的有點厲害啦
ㄏㄏ

",0
165,"最近瑣碎衰事太多

希望能好好過這一個禮拜

馬的好累

用咖啡麻痺我的感觀

想睡...

",0
166,"
好想體內射精
一大早就給我看到這種東西

肏

我好硬


",0
167,"
拿早上來說好了

安安靜靜做文件都沒事

做完要去7-11印

結果一出門就開始下雨

呵呵....真準

",0
168,"

臭教練也給我辭到


昨天看照片不是我的菜啊槓


咦早上請假了還是要去洗牙、

",0
169,"1.踩人鞋裝沒事

2.邊追劇邊下車碰到別人也不道歉的中年婦女

3.不先下後上 管你三七二十一我就是要搶位的男女老少

4.邊追劇邊走路慢慢走的上班族


",0
170,"什麼爛蟲啦
幹 一直咬林北
幹你娘 操你媽勒
幹 怎麼會那麼癢
幹 蟲子通通給林北去死啦
幹你娘

",1
171,"爛N社
幹 林北是乖乖的陸軍
媽的幹 居然敢鎖林北
媽的幹你娘勒 真的是有夠爛的N社
幹

",1
172,"想打塔卻一直被鎖
幹你娘 操你媽勒
幹 還一直當機
幹你娘勒 N社真的是讓人傻眼

",1
173,"關我屁事啊，幹
做的人是ta又不是我
我完全摸不著頭緒啊
我不是要公審的意味
只是，幹，到底關我屁事

我還以為愛與包容是人類基本呢
我果然太天真了

",0
174,"然後又來上不知道是三小ㄉ課




煩捏！！晚上不要下雨啦
跟狗狗要去吃鍋OwO~~~~~



幹幹幹
學妹好可愛喔
要ig聊天ㄌ嘻嘻嘻嘻

",0
175,"我真的不懂
門是有惹到你
還是有欠你錢嗎
我看過打棒球愛甩棒
還沒看過有人這麼愛甩門的
還是天身斷掌神力
自己沒辦法控制力道大小阿
什麼門都要甩
房間門要甩
冰箱門要甩
車門也要甩
到底是有什麼障礙阿
是甩了會通體舒暢
有助於身體健康嗎
幹
剛才也是
媽的咧
出門就出門
他媽的是在甩三小
直接碰
超大一聲
幹你娘咧
是怎樣
怎個房子還有玻璃
都在超自然抖動了
是要昭告天下
讓大家知道你已經出門就對了
真的是不知道在北爛三小
有夠機掰的
操

",0
176,"
本來8點都沒下很大雨

就我爸媽要出門的時候開始狂下猛下

憤怒下一波爆幹大的雨

撐傘也沒用 膝蓋一樣以下全部濕掉


然後我回到家雨就馬上變小50％

我咧幹拎娘

",0
177,"好煩喔幹
早知道就不要寫那種東西
是智障嗎
幹咧
我真他媽是個腦殘....

",0
178,"黑特許願池
又一次成功的達成

幹拎老蘇
舒胡愛睏



",0
179,"
幹

真的

我跟你講啦 有錢就有優勢啦

補習班 請一堆專業的

等級說不定比教授還高

就變成 不是大學面試 而是職場面試的等級

一次 兩次 三次 四次 五次

然後 每次 題目越來越刁鑽

久而久之 你不會面試也難了啦

(老子都適應職場等級的了 說不定比該校的學長姐還強了

(還會緊張!?

不過 說真的啦

多元多元 真的很""多元"" 花很多錢

(不過 我不會怪教授啦 因為 任何教授都很難看出 一個學生的潛力嘛

((看到一個成績不突出 然後沒有顯著表現的學生 更別說家世普通

((突然 拍他的肩 ""同學 我要的就是你了""

((然後 果然沒看走眼 真的 少年出英雄了<==========怎麼可能!?

(所以只能用外在成績來看 然後 現在 趨勢又是""多元"" 當然得這樣子看囉

幹

媽的...

我說過 我英文系爐主嘛

但是 我看過 那種 就算我大考成績跟對方一樣 或是比對方高一點

然後 如果我也跟他一樣搶台大外文系的話

我認輸

幹

從小時候 到高中 出國成常態

朋友的照片 黑頭髮黃皮膚的很少 一堆金髮碧眼的

去參加國內志工就很厲害了

人家還去參加什麼 好像是聯合國的志工咧

更別說 從小有父母教他看什麼 英文小說 課外讀物

幹

有錢的人孩什麼都比較會啦

不過

我個人是還好啦

幹

努力是看個人啦

我個人是很認命的啦

老子讀私立科大嘛

就說過了

當時我的程度 連KK音標也不會

去台大外文也是找死而已

(光是在私立科大 問問看當時教我的教授 真的墊底到不行啦

(我連大家學英語 都不行 第一次老師自己班上考的多益模考(大一尾還是大二初時啦)

(我兩百多0..0

不過啦

真的

就算私立科大 也是個小型社會的縮影

真正換是過得不錯的

通常也是 家裡有錢啦

或是 正妹嫁到一個有錢人啦

幹

不過說實話

在私立科大的經驗就是

人生最好是當個 有眼光又聰明的大正妹啦....

真的 四年作弊順利畢業 學無所成 每天都來找樂子 但是有個 有錢男友 變成有錢老公

最後過著相夫教子的生活...唯一不同的是 玩伴從學生群 變成了貴婦群

幹

太爽啦~

",0
